2884 17
probeset	cond0	cond1	cond2	cond3	cond4	cond5	cond6	cond7	cond8	cond9	cond10	cond11	cond12	cond13	cond14	cond15	cond16
gene1457	264	161	161	195	161	195	179	179	208	110	69	179	195	195	195	161	179
gene1458	326	208	208	208	195	195	195	208	256	208	161	248	240	248	230	230	277
gene1459	264	69	69	110	139	139	139	139	69	69	69	69	69	69	110	110	110
gene1460	69	69	69	69	69	69	110	69	110	69	69	69	110	69	69	69	69
gene1461	463	455	470	462	453	457	444	483	445	444	454	432	420	473	454	442	429
gene1462	361	376	378	369	387	366	347	401	401	381	353	383	374	403	383	401	378
gene1463	230	179	195	208	220	230	248	220	277	230	161	256	240	208	230	256	283
gene1464	230	240	179	195	248	304	283	358	366	389	395	333	314	304	314	322	374
gene1465	417	419	491	486	474	474	467	476	439	485	487	464	457	499	462	464	454
gene1466	161	161	110	110	139	161	139	110	139	69	110	161	139	69	110	139	139
gene1467	139	0	0	69	69	69	0	69	139	69	110	110	110	69	110	110	110
gene1468	318	195	161	195	220	230	195	248	256	256	289	277	277	277	277	264	277
gene1469	208	195	195	161	208	208	179	230	230	110	139	195	195	195	195	161	179
gene1470	283	179	240	271	230	256	240	240	256	256	256	277	300	264	248	256	283
gene1471	220	161	161	161	110	139	161	179	208	208	240	230	248	208	208	195	220
gene1472	337	347	406	419	404	381	343	326	350	366	383	404	371	378	356	340	337
gene1473	161	195	220	240	264	264	230	264	220	179	230	230	240	240	220	195	195
gene1474	518	501	544	514	509	494	480	529	484	548	511	493	478	563	516	509	496
gene1475	161	220	271	230	195	220	179	161	179	195	283	248	220	220	195	161	179
gene1476	110	139	240	230	195	179	139	110	110	139	208	208	195	139	139	69	69
gene1477	289	289	314	304	314	294	277	333	314	385	330	322	309	347	330	337	326
gene1478	536	514	556	533	554	526	514	555	501	587	538	515	491	559	523	526	528
gene1479	481	481	505	493	501	470	457	507	473	542	490	482	463	518	489	499	491
gene1480	445	423	429	420	447	467	450	464	434	434	381	425	409	473	432	420	413
gene1481	356	376	371	353	376	381	378	381	376	322	271	371	366	378	358	347	358
gene1482	110	230	161	139	139	195	161	139	230	195	161	179	179	161	139	139	208
gene1483	0	110	0	0	0	69	0	0	110	0	69	0	69	0	0	0	0
gene1484	300	294	343	322	240	256	230	230	271	271	322	300	304	283	283	289	294
gene1485	256	264	326	322	289	322	283	309	277	240	318	277	294	326	300	248	230
gene1486	230	230	208	240	195	256	230	271	240	179	240	208	240	256	248	220	230
gene1487	264	208	208	179	195	195	195	208	195	110	179	139	179	208	161	161	161
gene1488	195	195	179	208	208	248	195	240	220	161	208	195	195	208	195	179	179
gene1489	110	69	0	139	139	139	110	110	179	110	139	179	179	161	139	139	139
gene1490	0	0	0	0	69	69	0	0	69	0	0	69	110	0	0	0	0
gene1491	139	195	110	230	230	230	195	179	220	139	179	208	240	179	195	208	208
gene1492	110	0	110	110	69	0	0	0	69	0	69	69	110	110	110	110	110
gene1493	69	0	69	0	0	0	0	0	69	0	0	69	69	69	0	69	69
gene1494	220	139	179	195	161	179	161	139	195	139	0	248	220	195	161	139	179
gene1495	330	271	277	256	220	230	208	208	195	0	0	161	195	220	208	161	179
gene1496	256	179	161	179	195	179	161	179	208	0	69	161	179	139	179	161	161
gene1497	322	326	353	347	358	309	304	300	356	378	326	366	340	330	322	333	347
gene1498	289	347	330	326	340	326	333	369	337	271	309	304	318	314	318	283	294
gene1499	248	277	264	248	220	283	220	277	240	208	277	240	264	277	277	256	318
gene1500	230	220	289	271	248	264	248	230	240	161	139	271	264	230	220	195	208
gene1501	208	110	69	69	69	69	69	69	110	0	0	110	110	69	69	69	110
gene1502	476	462	485	480	480	480	478	493	458	546	512	484	467	507	467	482	498
gene1503	161	69	139	256	330	353	248	195	161	69	161	179	220	179	179	179	195
gene1504	353	343	337	353	318	364	347	389	353	304	358	322	340	385	376	322	322
gene1505	277	343	366	358	389	371	356	419	404	383	374	387	391	389	385	399	391
gene1506	343	356	358	353	353	347	337	383	371	294	304	337	337	366	350	337	326
gene1507	230	179	220	208	220	208	179	195	195	69	0	179	179	208	208	179	179
gene1508	383	378	358	366	330	304	294	309	333	330	337	376	371	381	381	389	403
gene1509	385	381	383	401	378	371	371	393	381	347	393	371	383	403	376	369	430
gene1510	369	366	376	381	389	358	350	387	366	391	383	369	371	387	356	371	428
gene1511	383	383	381	389	371	366	361	385	378	300	358	364	378	409	358	369	428
gene1512	389	364	391	389	403	374	383	371	383	385	300	393	393	399	350	381	436
gene1513	69	110	179	139	0	69	0	0	69	0	0	139	110	69	69	0	69
gene1514	110	69	0	69	110	110	110	110	161	0	110	139	161	69	69	110	110
gene1515	69	0	0	0	69	0	0	0	69	0	0	69	69	0	0	69	0
gene1516	208	179	161	195	179	208	195	248	220	161	208	195	179	179	195	161	161
gene1517	230	264	314	309	271	289	271	264	248	139	256	271	277	240	230	179	220
gene1518	256	240	283	356	387	364	347	347	347	300	283	277	256	256	230	220	195
gene1519	333	283	304	347	353	343	304	289	378	361	333	374	391	376	387	409	416
gene1520	294	283	300	289	289	289	277	326	309	271	289	289	289	314	309	283	294
gene1521	161	161	161	139	139	139	139	179	161	110	139	139	161	110	161	139	139
gene1522	208	208	179	179	179	179	179	179	208	0	0	161	195	110	139	110	161
gene1523	195	240	230	208	220	220	195	248	230	161	195	195	220	220	208	179	195
gene1524	361	343	376	389	337	358	356	374	356	364	358	347	350	381	376	353	343
gene1525	369	337	322	309	240	248	230	240	256	208	248	264	271	256	264	256	256
gene1526	322	356	333	371	343	314	343	314	374	322	309	356	358	333	353	353	340
gene1527	356	376	374	378	371	397	374	417	376	366	385	350	358	366	374	350	347
gene1528	220	208	179	179	161	139	110	110	139	69	110	139	139	139	110	69	110
gene1529	195	195	161	139	179	195	179	179	230	0	0	195	230	179	179	179	208
gene1530	366	347	337	333	318	369	353	356	330	309	304	326	343	366	343	314	330
gene1531	294	240	248	277	271	300	271	318	289	248	300	271	277	271	271	240	248
gene1532	69	139	110	110	240	230	220	283	289	179	139	179	230	208	230	230	208
gene1533	256	248	277	248	240	256	240	256	289	0	0	220	277	230	208	195	240
gene1534	195	110	110	69	69	69	69	110	110	0	0	69	69	110	69	69	69
gene1535	468	445	481	466	454	444	451	452	448	509	429	466	454	482	448	467	488
gene1536	110	0	69	0	69	0	0	69	0	0	0	0	0	69	0	0	69
gene1537	333	248	230	248	220	230	220	230	230	208	248	248	240	240	230	220	240
gene1538	69	0	69	69	69	69	69	69	139	69	69	110	110	110	110	69	69
gene1539	271	220	208	240	256	240	240	208	264	195	208	240	256	230	220	240	248
gene1540	391	393	411	393	395	381	378	406	411	369	347	395	393	409	381	393	389
gene1541	240	208	179	179	161	179	179	161	248	110	110	195	220	139	179	179	195
gene1542	248	277	277	289	326	330	326	333	322	300	314	330	371	378	358	369	374
gene1543	161	139	110	195	195	240	208	195	179	69	161	161	195	179	195	139	139
gene1544	220	220	271	318	309	304	283	248	271	208	240	277	304	318	300	277	248
gene1545	195	195	240	256	240	230	195	220	179	161	139	139	161	179	179	161	139
gene1546	256	248	294	283	220	208	179	208	220	161	230	230	230	220	208	161	161
gene1547	337	309	326	330	300	333	314	347	314	300	353	314	322	340	322	300	304
gene1548	139	179	195	195	179	179	139	195	230	69	139	240	248	208	195	195	220
gene1549	110	110	0	0	69	69	0	0	69	0	0	0	0	0	0	0	0
gene1550	179	161	179	161	179	179	179	179	179	110	0	161	179	195	161	161	179
gene1551	457	442	481	476	500	455	460	468	456	550	490	481	462	488	457	490	488
gene1552	208	208	179	195	195	179	220	179	240	195	179	230	230	161	179	208	208
gene1553	179	208	179	195	248	230	208	208	220	161	179	195	208	161	179	179	179
gene1554	230	230	240	208	208	220	208	240	230	195	208	220	220	230	220	220	208
gene1555	110	69	0	69	69	110	69	110	110	0	0	69	110	69	0	69	69
gene1556	220	230	179	161	208	230	240	220	248	0	0	0	240	195	179	179	208
gene1557	179	195	195	271	340	314	277	248	230	179	220	248	283	248	256	256	277
gene1558	337	337	343	353	378	309	347	309	385	369	314	389	378	350	340	393	383
gene1559	314	289	277	283	283	300	283	314	283	256	300	277	283	283	283	264	271
gene1560	442	423	462	443	465	429	437	428	437	496	364	455	447	451	419	457	467
gene1561	110	69	139	110	0	69	69	0	110	0	0	69	110	0	69	69	69
gene1562	371	364	378	343	309	289	289	322	371	378	371	389	383	356	356	358	385
gene1563	161	69	69	69	69	69	69	69	161	69	110	110	110	69	110	69	110
gene1564	139	69	139	264	322	330	322	309	271	230	230	179	179	179	161	110	110
gene1565	264	179	195	208	208	230	248	256	240	208	230	208	208	208	220	179	179
gene1566	208	230	256	240	208	179	139	161	179	161	208	220	208	195	179	179	179
gene1567	304	277	256	256	230	248	220	264	230	161	208	195	195	230	208	195	195
gene1568	139	161	139	139	110	110	69	110	139	0	0	69	110	69	69	69	69
gene1569	139	69	110	110	69	69	69	69	139	0	0	0	139	69	0	69	69
gene1570	240	139	161	179	139	139	161	139	161	69	0	161	179	139	161	161	161
gene1571	161	110	110	139	69	110	110	69	110	0	0	69	110	69	69	69	110
gene1572	139	161	139	161	139	179	161	139	69	69	139	69	69	179	179	110	69
gene1573	264	256	283	374	387	385	333	283	264	277	333	314	330	333	318	304	340
gene1574	300	343	309	304	337	318	300	337	337	304	314	318	318	318	326	318	330
gene1575	469	437	488	462	436	411	403	467	419	488	437	437	436	469	428	448	447
gene1576	230	283	304	309	304	309	304	256	300	220	240	322	333	264	256	271	264
gene1577	441	416	433	433	439	458	441	483	433	456	452	420	411	454	447	433	430
gene1578	195	161	161	179	161	179	161	208	179	110	179	161	179	161	161	139	139
gene1579	161	179	139	139	110	139	110	195	195	110	139	161	179	161	139	161	139
gene1580	179	161	161	161	195	195	179	161	208	161	0	161	195	161	139	161	179
gene1581	220	161	69	161	161	110	139	69	179	110	110	139	161	69	110	139	161
gene1582	208	248	230	240	256	220	248	220	256	195	161	240	248	195	230	240	240
gene1583	330	381	422	416	417	413	399	420	364	364	369	353	358	403	387	364	343
gene1584	314	369	391	399	416	376	366	409	397	393	350	378	385	406	393	401	366
gene1585	161	110	69	110	110	69	69	110	69	0	0	69	69	110	69	0	69
gene1586	240	304	314	340	366	353	330	347	300	195	256	271	304	337	326	264	289
gene1587	161	161	139	139	110	195	195	179	161	0	0	139	161	139	139	110	110
gene1588	0	0	0	0	69	0	69	69	110	0	0	69	110	69	0	69	69
gene1589	69	0	69	69	69	110	69	69	69	69	110	69	69	110	69	69	69
gene1590	139	195	283	248	208	230	179	161	161	220	283	264	248	230	195	161	139
gene1591	256	179	248	256	283	289	309	364	343	322	322	304	309	337	337	300	326
gene1592	69	69	139	139	110	139	139	195	179	69	161	139	139	161	139	110	139
gene1593	256	300	371	340	271	304	277	248	271	240	283	314	309	304	256	256	256
gene1594	361	326	376	358	283	340	350	350	364	333	283	366	381	358	343	343	356
gene1595	69	0	69	69	69	69	69	69	69	0	0	69	110	69	0	0	0
gene1596	0	69	69	69	69	0	0	69	0	0	69	0	69	69	69	0	0
gene1597	462	467	488	476	497	452	441	489	477	547	478	490	471	491	470	502	491
gene1598	230	277	230	248	271	277	256	300	283	220	256	256	264	264	271	248	248
gene1599	322	256	248	289	220	318	314	304	283	220	277	277	294	314	289	264	264
gene1600	484	447	500	482	468	468	470	467	453	549	475	475	464	493	458	484	493
gene1601	333	289	322	371	361	326	309	256	300	369	340	374	304	330	256	347	347
gene1602	330	309	337	369	350	294	264	230	318	326	340	389	371	330	326	337	347
gene1603	304	326	304	322	326	350	340	376	318	248	314	283	314	318	326	264	264
gene1604	406	347	406	376	387	347	350	369	385	381	350	381	371	399	374	374	389
gene1605	271	347	300	289	318	333	314	340	294	240	240	240	256	277	277	248	240
gene1606	161	110	110	161	110	110	0	0	0	0	0	0	0	0	0	0	0
gene1607	350	343	304	326	333	361	330	361	326	304	337	318	314	337	330	304	304
gene1608	161	240	248	220	230	220	179	195	208	195	220	248	240	230	220	179	179
gene1609	289	139	110	139	161	161	161	179	220	139	69	230	248	230	208	220	230
gene1610	161	179	248	230	230	256	230	195	208	208	230	256	248	230	230	195	195
gene1611	110	139	0	110	110	139	139	161	110	0	110	69	110	110	69	69	69
gene1612	240	179	220	289	340	350	343	361	356	353	371	383	376	395	391	371	343
gene1613	512	504	549	528	525	513	502	537	487	574	521	509	488	553	516	528	508
gene1614	248	195	139	195	208	230	240	220	277	179	179	248	277	230	240	248	271
gene1615	220	256	364	361	347	326	309	256	271	294	366	385	374	318	314	277	289
gene1616	69	0	69	0	69	0	69	69	69	0	0	0	69	0	0	0	69
gene1617	289	220	195	179	161	161	139	69	179	195	256	264	264	240	230	230	230
gene1618	240	179	179	248	208	256	208	195	195	110	208	179	195	195	161	110	69
gene1619	69	69	0	69	69	0	0	0	0	0	0	0	0	0	0	0	0
gene1620	195	230	294	240	110	179	139	110	161	69	161	230	220	161	110	69	110
gene1621	300	240	289	322	318	337	347	356	356	326	289	330	337	304	358	364	376
gene1622	289	240	304	314	314	326	318	326	294	256	326	300	333	347	337	294	271
gene1623	208	277	364	350	300	248	208	195	240	277	314	337	309	248	220	195	208
gene1624	195	195	195	208	161	195	161	195	179	139	179	139	161	179	161	139	161
gene1625	179	195	179	161	179	179	139	179	240	240	230	230	208	161	179	179	220
gene1626	139	139	139	110	69	110	139	69	139	0	0	110	139	110	110	69	110
gene1627	230	110	69	139	110	139	139	139	161	161	179	161	179	161	161	161	139
gene1628	416	358	397	385	340	361	358	358	322	300	374	314	330	389	374	314	337
gene1629	230	230	300	330	264	289	283	271	248	248	309	304	314	300	283	248	230
gene1630	230	195	139	161	208	220	220	271	240	195	195	161	179	195	220	208	208
gene1631	139	110	69	69	110	69	69	69	110	0	69	110	139	0	110	110	139
gene1632	69	69	0	69	110	110	69	0	69	0	69	69	139	69	69	0	0
gene1633	161	195	110	179	208	220	208	161	208	110	161	179	195	110	161	179	179
gene1634	220	314	256	264	271	277	271	318	309	195	220	248	271	277	271	264	264
gene1635	340	361	378	347	283	337	366	337	361	300	208	343	356	322	343	340	337
gene1636	277	256	277	277	264	264	271	248	289	220	248	277	283	264	283	240	271
gene1637	69	0	69	0	0	0	69	0	0	0	0	0	69	69	0	0	0
gene1638	309	264	230	283	309	314	300	283	353	333	340	343	337	294	318	343	347
gene1639	300	230	179	179	179	161	195	179	240	240	230	256	248	230	230	248	256
gene1640	475	454	485	476	490	452	462	452	468	561	488	493	470	493	482	508	495
gene1641	437	441	469	463	473	450	443	481	450	551	484	478	447	499	487	496	471
gene1642	326	343	309	337	356	364	347	387	347	300	330	333	337	383	364	330	337
gene1643	455	476	488	485	481	468	462	496	458	520	484	468	452	499	473	485	463
gene1644	69	69	0	69	0	69	69	0	69	0	0	69	110	139	69	0	69
gene1645	161	69	110	161	139	179	208	179	195	208	271	256	256	195	179	161	179
gene1646	385	322	264	294	230	256	271	271	300	322	353	330	343	322	318	304	337
gene1647	406	403	330	369	371	393	318	289	403	492	460	422	399	395	358	371	422
gene1648	283	300	264	294	277	289	283	304	294	264	277	277	294	271	289	271	277
gene1649	326	366	300	326	300	337	326	366	347	340	369	343	333	340	361	337	340
gene1650	179	110	110	161	110	161	161	139	139	0	0	110	139	139	139	110	139
gene1651	161	161	110	161	139	161	179	179	179	110	139	139	179	139	161	139	139
gene1652	208	179	161	139	69	139	139	161	208	161	277	240	248	208	208	208	256
gene1653	161	179	139	110	110	110	110	139	208	195	264	248	240	195	277	248	318
gene1654	488	477	502	495	494	470	468	501	462	532	489	485	457	498	471	479	472
gene1655	350	356	393	369	326	340	318	304	350	322	314	366	364	314	309	337	353
gene1656	283	240	208	230	248	264	230	271	353	391	374	322	314	264	248	283	353
gene1657	69	69	0	69	69	69	69	110	110	0	69	69	69	0	69	69	69
gene1658	361	361	337	350	350	343	333	361	356	369	366	369	364	358	374	361	361
gene1659	385	399	385	385	358	381	366	409	366	343	353	333	343	387	381	343	340
gene1660	455	452	429	426	416	434	422	457	426	442	452	429	416	457	443	430	423
gene1661	139	139	0	69	0	69	110	0	139	0	0	110	161	69	69	110	110
gene1662	161	110	69	69	139	139	139	139	161	139	139	139	139	139	139	139	110
gene1663	161	139	110	161	161	161	139	110	139	69	110	139	161	110	110	139	161
gene1664	283	277	248	277	294	309	289	333	271	264	277	264	256	283	277	230	248
gene1665	208	289	230	230	248	264	248	294	277	195	248	230	248	230	248	220	230
gene1666	179	195	139	139	139	110	110	161	208	110	110	179	195	110	139	179	179
gene1667	110	139	69	69	69	110	139	110	110	0	69	69	110	69	69	69	69
gene1668	69	69	110	110	69	69	69	0	69	0	69	69	69	69	69	69	0
gene1669	110	110	110	69	0	69	0	69	0	0	0	0	0	69	69	0	69
gene1670	283	271	248	264	314	271	264	230	294	289	294	283	283	300	256	277	277
gene1671	230	208	139	195	179	161	139	139	195	195	208	220	230	179	179	179	195
gene1672	195	208	110	179	179	179	161	179	179	110	161	179	179	161	179	161	139
gene1673	139	139	0	69	0	0	0	69	69	0	69	0	0	0	0	0	0
gene1674	289	264	289	314	264	300	283	314	289	277	304	294	277	318	300	264	271
gene1675	161	69	69	69	69	69	69	110	139	110	110	139	110	110	69	110	139
gene1676	208	220	220	264	300	271	264	208	208	139	161	195	264	248	248	195	195
gene1677	322	304	343	340	277	294	277	283	248	240	314	289	289	304	294	248	256
gene1678	389	409	494	488	401	393	333	333	283	353	442	419	403	404	371	322	314
gene1679	248	248	230	240	248	256	248	289	256	208	230	230	230	220	230	240	230
gene1680	208	179	179	161	139	230	264	271	256	139	69	179	195	179	208	220	208
gene1681	195	256	179	240	277	277	256	283	256	230	264	256	264	256	256	240	248
gene1682	300	248	195	179	230	294	304	366	383	385	378	378	401	399	391	408	389
gene1683	0	0	0	69	69	69	69	69	0	0	0	0	0	0	69	69	0
gene1684	0	0	0	69	139	110	161	110	0	69	69	110	69	0	110	69	0
gene1685	220	240	208	208	230	256	230	256	220	179	195	208	179	220	179	179	161
gene1686	429	409	408	383	350	350	340	322	326	337	358	337	322	340	340	322	322
gene1687	179	139	110	139	179	161	179	179	220	161	179	195	220	139	179	208	179
gene1688	110	161	69	161	161	195	208	179	195	110	161	110	139	110	69	139	110
gene1689	271	318	283	289	294	314	309	340	304	248	264	264	283	283	300	271	256
gene1690	462	467	482	468	493	451	444	492	464	549	475	485	461	501	477	504	484
gene1691	264	289	264	256	240	283	294	271	289	208	220	256	283	240	248	264	271
gene1692	277	256	240	240	248	271	283	248	256	230	277	240	240	230	264	230	248
gene1693	220	139	139	179	195	179	195	139	208	208	195	220	208	139	139	208	208
gene1694	240	240	208	309	326	304	220	220	208	195	208	230	248	256	264	248	256
gene1695	314	326	326	322	314	343	322	361	309	248	289	283	289	309	309	283	271
gene1696	69	0	69	69	0	69	69	69	69	0	0	0	69	69	0	0	69
gene1697	195	195	264	330	294	264	256	248	283	110	195	161	179	179	208	195	240
gene1698	161	139	0	69	69	69	69	0	0	0	69	69	110	69	69	69	69
gene1699	179	304	300	220	208	256	179	179	208	318	347	294	264	248	220	195	230
gene1700	240	264	208	208	240	240	256	220	271	208	220	240	248	230	240	220	248
gene1701	283	294	283	289	283	300	289	326	294	264	289	289	277	264	289	271	264
gene1702	139	139	139	139	139	139	161	139	195	0	0	139	179	110	139	139	161
gene1703	248	256	220	248	256	256	277	256	271	195	230	256	283	208	230	248	256
gene1704	161	195	248	248	220	230	230	179	208	161	220	208	230	179	195	195	179
gene1705	240	161	230	294	294	314	300	248	264	289	326	300	277	264	283	277	294
gene1706	220	220	161	195	248	271	264	264	330	333	322	304	326	294	294	314	318
gene1707	467	465	480	472	498	461	425	468	448	553	488	481	457	484	468	491	486
gene1708	309	322	283	318	340	369	337	374	337	340	353	326	333	358	361	333	322
gene1709	304	289	289	294	304	340	314	340	294	300	318	289	283	314	314	277	271
gene1710	248	240	208	195	161	195	161	220	179	139	161	161	161	161	179	161	161
gene1711	195	110	0	110	110	139	110	110	139	110	161	69	110	69	69	69	69
gene1712	110	110	110	110	69	139	110	139	139	69	139	69	110	110	69	110	69
gene1713	69	69	69	69	69	69	69	69	69	69	69	69	69	0	69	69	69
gene1714	139	69	69	69	0	0	0	0	69	69	0	0	0	69	69	69	0
gene1715	139	179	271	240	195	195	110	179	208	208	248	264	230	179	179	161	161
gene1716	161	208	161	195	208	195	179	208	220	161	139	195	208	179	195	179	179
gene1717	161	69	69	69	0	110	139	139	139	0	0	110	139	69	110	110	110
gene1718	330	364	366	347	371	347	369	350	364	304	304	333	356	340	350	347	353
gene1719	69	69	0	0	0	69	69	0	0	0	0	0	69	69	0	0	0
gene1720	69	69	0	0	69	69	69	69	69	0	0	69	69	69	0	0	69
gene1721	69	69	0	0	0	69	69	69	0	0	0	0	0	0	0	0	0
gene1722	289	353	326	343	353	333	347	366	356	350	318	343	343	309	314	340	326
gene1723	289	264	256	240	264	248	248	248	283	271	230	264	264	220	230	264	277
gene1724	208	240	304	294	304	300	283	230	240	220	271	271	294	264	256	230	208
gene1725	264	264	347	330	289	248	256	256	240	264	304	294	294	271	248	230	230
gene1726	443	397	401	361	361	337	314	309	304	322	277	314	333	353	376	414	417
gene1727	179	161	161	179	195	179	179	179	161	161	179	161	179	161	139	179	179
gene1728	350	256	161	161	161	139	161	139	208	161	179	220	220	161	179	220	248
gene1729	340	304	264	264	309	330	347	416	403	385	356	337	358	343	361	381	369
gene1730	283	314	318	318	314	300	318	294	314	248	264	289	326	264	277	283	277
gene1731	376	326	248	277	314	271	277	248	304	314	304	330	326	283	294	343	358
gene1732	248	256	139	161	195	230	208	208	240	240	240	240	248	195	208	220	208
gene1733	314	208	195	264	300	326	283	314	318	283	326	300	300	271	283	294	304
gene1734	195	208	195	208	230	230	208	248	230	179	195	195	248	208	208	208	195
gene1735	399	343	423	369	369	347	364	376	371	417	366	383	387	393	374	399	404
gene1736	240	240	179	161	161	220	208	161	139	69	110	110	139	161	161	139	139
gene1737	69	69	69	0	0	69	69	69	110	0	0	69	69	0	0	69	0
gene1738	179	139	139	139	139	161	139	139	179	161	139	139	161	110	110	161	139
gene1739	69	0	0	0	0	0	0	69	69	0	0	69	69	0	0	0	0
gene1740	139	139	110	69	0	69	0	69	69	0	0	0	0	69	69	0	0
gene1741	230	139	161	161	161	179	179	139	179	69	69	161	161	110	139	139	139
gene1742	69	0	0	69	69	69	69	0	0	0	0	0	0	69	0	0	0
gene1743	110	139	139	240	264	220	139	110	139	110	110	139	161	110	139	161	179
gene1744	161	179	161	271	300	289	208	161	179	161	195	230	230	179	179	195	240
gene1745	389	387	419	387	397	356	358	378	389	441	395	413	395	376	350	391	395
gene1746	411	389	438	376	414	369	364	425	403	443	391	422	393	422	401	406	409
gene1747	326	294	230	248	248	283	264	309	271	248	283	248	230	271	271	248	248
gene1748	195	230	195	179	161	195	195	195	240	110	139	179	240	179	195	179	208
gene1749	309	294	294	304	294	294	309	283	309	240	289	300	309	277	289	277	283
gene1750	283	271	277	283	294	283	283	248	294	248	277	283	283	256	264	271	248
gene1751	220	230	161	179	195	161	161	161	179	139	139	161	161	110	139	179	161
gene1752	69	69	0	0	0	0	0	0	69	0	0	0	0	69	0	0	0
gene1753	139	230	161	139	110	139	161	161	161	110	139	110	139	139	161	139	139
gene1754	208	195	179	240	208	195	220	195	208	139	179	179	195	179	161	179	161
gene1755	110	110	0	69	69	69	69	69	69	0	69	69	110	0	69	69	69
gene1756	350	350	330	343	369	366	358	387	347	350	356	350	353	337	350	347	337
gene1757	504	457	525	488	511	475	484	496	471	572	500	504	479	523	500	514	504
gene1758	139	110	161	69	69	0	69	0	69	0	0	69	110	69	69	69	69
gene1759	277	195	139	179	179	179	161	139	161	0	139	139	161	139	161	139	161
gene1760	330	318	374	333	294	294	283	294	271	304	353	322	289	300	277	240	248
gene1761	139	110	69	139	139	179	161	161	139	69	161	110	110	110	139	110	69
gene1762	289	264	230	256	264	300	277	304	264	208	277	264	248	256	264	230	240
gene1763	248	304	240	220	220	230	230	289	326	289	271	300	322	248	277	322	330
gene1764	139	139	230	248	294	283	264	230	208	139	220	240	271	256	256	220	208
gene1765	393	408	426	432	450	408	409	399	411	495	426	439	422	423	389	453	429
gene1766	139	179	230	195	179	208	139	139	230	289	304	283	264	220	195	179	256
gene1767	347	391	353	322	371	347	340	381	358	300	314	347	343	333	347	350	353
gene1768	309	326	300	309	322	322	300	330	333	289	304	318	314	309	300	304	300
gene1769	179	179	179	139	161	110	161	110	161	0	0	161	161	139	139	139	139
gene1770	161	69	110	69	0	0	0	0	0	0	0	0	0	0	69	0	0
gene1771	161	139	110	110	110	110	139	110	179	110	110	139	161	69	110	161	161
gene1772	350	309	333	374	364	374	356	364	337	356	366	369	383	413	404	391	378
gene1773	326	376	358	374	381	358	356	340	378	385	350	378	383	353	340	395	371
gene1774	378	395	413	389	425	378	378	417	409	504	417	434	411	430	428	456	426
gene1775	195	179	139	179	161	208	179	220	161	69	110	110	161	179	161	110	69
gene1776	378	385	409	387	374	358	385	366	366	371	364	378	376	376	356	374	371
gene1777	330	353	385	322	376	340	353	353	356	300	277	337	322	326	326	330	333
gene1778	220	110	69	110	69	69	110	110	139	110	139	139	139	110	139	110	110
gene1779	314	248	230	256	264	230	248	248	283	294	264	277	277	230	264	283	264
gene1780	451	462	462	457	475	429	429	464	442	530	461	467	449	464	439	488	477
gene1781	481	476	500	493	489	479	469	514	472	569	508	498	469	538	510	519	488
gene1782	271	248	256	248	264	277	248	220	314	356	337	314	304	264	271	256	318
gene1783	264	110	69	69	69	110	69	69	139	69	139	161	139	110	139	110	139
gene1784	69	0	0	0	0	0	0	69	0	0	0	0	0	0	69	0	0
gene1785	161	195	139	179	195	195	195	220	208	161	161	195	208	161	195	179	179
gene1786	139	179	110	110	139	139	139	161	161	69	139	139	139	69	110	110	110
gene1787	240	264	240	248	264	271	256	294	256	208	240	256	248	256	256	240	230
gene1788	208	208	220	230	220	208	220	195	248	0	110	220	240	179	161	220	208
gene1789	69	69	110	161	139	179	69	69	69	0	0	69	69	0	69	0	69
gene1790	350	304	353	353	343	361	343	356	314	304	337	309	322	381	340	309	304
gene1791	220	283	230	248	240	264	264	240	256	220	256	240	256	220	230	248	240
gene1792	161	161	110	139	139	161	139	161	139	69	139	139	161	110	161	139	139
gene1793	309	294	318	330	314	337	347	387	356	347	364	333	322	333	340	309	294
gene1794	361	333	361	337	353	343	366	350	397	432	366	404	401	389	376	423	411
gene1795	220	294	374	330	294	264	240	179	208	271	314	318	289	230	230	179	195
gene1796	283	294	240	264	271	271	271	248	277	195	240	240	248	240	240	264	256
gene1797	69	0	0	0	69	0	69	0	110	69	69	110	139	0	69	110	69
gene1798	456	449	411	393	358	318	294	322	356	428	385	403	403	385	389	387	391
gene1799	526	506	544	535	526	518	515	540	488	595	543	513	498	551	528	534	514
gene1800	69	0	0	69	0	0	69	69	0	0	0	0	0	110	69	0	0
gene1801	240	220	220	230	256	248	277	230	256	179	195	240	277	220	220	220	240
gene1802	318	271	264	271	264	283	277	264	283	271	294	271	277	294	240	277	277
gene1803	256	256	314	289	248	264	248	195	161	195	289	277	220	220	220	179	179
gene1804	195	179	139	161	110	139	110	139	110	0	110	69	110	69	69	69	69
gene1805	264	240	294	271	240	195	208	161	220	179	195	256	264	230	220	220	230
gene1806	195	195	179	161	179	179	195	139	179	110	139	161	195	110	161	161	161
gene1807	179	139	110	110	110	69	110	110	139	69	69	110	139	69	110	110	139
gene1808	179	161	161	208	248	277	289	283	300	240	208	195	264	277	256	277	248
gene1809	139	69	0	0	0	69	69	0	110	0	110	110	110	69	110	69	69
gene1810	208	161	161	179	139	161	139	208	161	161	179	161	208	179	195	161	161
gene1811	139	110	0	69	0	0	0	0	0	0	0	0	0	69	0	0	0
gene1812	195	139	161	139	139	110	110	69	139	0	0	139	139	110	69	110	110
gene1813	340	322	330	322	347	314	356	356	350	309	314	330	340	326	337	333	337
