734 69
probeset	cond0	cond1	cond2	cond3	cond4	cond5	cond6	cond7	cond8	cond9	cond10	cond11	cond12	cond13	cond14	cond15	cond16	cond17	cond18	cond19	cond20	cond21	cond22	cond23	cond24	cond25	cond26	cond27	cond28	cond29	cond30	cond31	cond32	cond33	cond34	cond35	cond36	cond37	cond38	cond39	cond40	cond41	cond42	cond43	cond44	cond45	cond46	cond47	cond48	cond49	cond50	cond51	cond52	cond53	cond54	cond55	cond56	cond57	cond58	cond59	cond60	cond61	cond62	cond63	cond64	cond65	cond66	cond67	cond68
253950_at	0.82155	1.73125	-1.74467	-2.55905	1.62354	4.74156	-1.43584	-1.95098	-1.83675	4.92749	-2.79693	6.16535	-2.07145	3.05043	-24.10446	4.20934	20.23661	-2.36476	-3.15374	2.53873	3.88425	11.61399	1.94814	15.38255	8.08877	-21.25626	5.05846	-23.25070	2.76768	2.94870	8.42261	-7.86835	3.21236	1.74977	-5.07912	2.10337	1.98808	-1.87790	5.05343	-1.11657	-1.41493	-3.65604	5.94408	6.04728	25.85532	-1.97906	-1.45896	-2.19701	-1.93566	2.90540	0.87356	2.92329	2.89017	-4.18248	-92.19659	-2.05490	6.18646	3.26882	-2.02759	-5.42121	2.66368	-54.43057	0.85182	3.55888	4.33918	1.92985	3.57998	2.83252	3.37790
253954_at	2.59165	5.05472	-5.55489	11.16234	-2.81235	-6.96122	14.61002	42.93992	5.18017	32.98393	-7.46982	22.47263	-1.83757	4.40047	3.26798	1.93515	-4.34698	-2.00484	-3.45177	27.88016	5.94483	5.03272	-3.59444	-3.63729	4.36416	-8.94575	-3.65322	-18.33092	-4.31294	2.16449	9.49425	10.24842	3.14667	3.84240	3.16415	-8.79051	135.33669	21.73415	-2.41032	-0.70351	-5.55227	-2.28315	-2.15641	-21.39934	-1.92496	-2.22918	-0.90169	-4.14489	-1.05308	-2.67571	2.39570	2.94023	1.61818	2.05853	1.13367	4.60763	2.01380	1.21264	2.15634	1.53542	4.41784	-9.04850	1.18856	7.79571	6.79328	10.28523	-1.04239	-1.04749	3.51622
253971_at	-0.35058	-0.64703	0.92764	-0.93973	-0.70602	-1.00149	2.75809	-2.75809	3.80178	-8.69892	4.22984	1.22789	-0.68362	-1.01311	-2.89802	-0.80098	-0.83591	-0.64870	-2.12354	-1.02038	-0.67404	-0.83364	-0.18600	14.82610	-2.40177	118.13505	-76.47169	3.64427	-0.15694	-4.56966	-0.37936	2.16329	0.54643	-1.21489	2.65313	1.27005	-0.74755	-0.51837	-1.94336	-0.63093	0.56173	-0.36816	-0.50930	1.06852	1.47477	0.75647	-1.90999	1.65092	-2.09184	-0.93973	0.83220	1.42767	0.00000	-2.61869	-2.61869	-1.62280	-1.03430	-29.45740	-1.37774	-1.61574	-10.04665	1.13674	-0.33826	3.64066	-0.81807	0.00000	-0.90341	-3.28025	-1.02880
253985_at	2.33961	-6.57881	-3.31736	6.69569	1.66265	-2.23484	-0.50000	-1.32966	-0.84202	20.44588	-0.96717	-9.69993	1.98227	10.27779	10.27779	-2.11834	-0.89648	-1.13296	-4.67017	1.15695	-4.18784	3.20570	3.78104	-5.61709	6.64305	-2.85010	-2.91215	-169.82082	0.87676	4.35764	-4.23608	1.39231	10.39336	-0.92245	1.97928	7.04131	-1.79213	7.50376	0.28601	0.20555	0.21999	0.29129	0.27734	0.45544	-0.70982	3.97553	-2.19452	2.36128	3.75213	-0.59316	7.01241	0.58268	0.45260	-0.65002	-1.31438	-1.70951	-1.24773	-0.85045	-0.71064	-0.81281	15.27261	-0.62136	1.82492	0.83643	4.38080	1.97254	0.00000	-1.65543	-1.56880
254000_at	-1.50512	-0.70113	0.92462	1.56880	-3.69203	1.02574	0.57423	0.43068	0.32389	-0.37706	-0.65778	-1.89145	-0.61788	0.85967	-1.47477	0.72725	0.95337	-2.40942	-1.63138	0.61814	-5.19089	-0.80580	-1.28600	-3.62799	-0.39627	-0.45421	-1.25685	-0.36816	0.46429	-0.39003	0.46664	-8.75879	19.19809	0.54812	0.85476	2.37907	0.52441	-0.46921	-0.56517	-6.81007	4.34772	1.70951	1.48948	0.57233	-1.32787	-1.04800	-3.65282	-1.70951	0.98688	0.30010	-0.43068	-5.01734	-0.39487	-0.90006	-0.81213	-2.83198	0.54200	0.53769	-1.32470	-1.49830	0.00000	-0.87629	1.73553	0.58387	-0.45682	-0.41800	79.36485	-0.61071	-1.84990
254009_at	1.46665	-2.94247	3.71667	-0.61672	1.98659	-0.55931	-6.05843	-1.72585	-0.90248	1.51754	0.45516	0.41246	0.38089	1.41694	-0.61494	-1.42148	-0.43068	1.73653	0.73311	-0.99264	-11.89566	-5.88495	-0.69740	0.39160	0.75120	0.43418	-2.70831	1.04965	-0.53415	-0.68228	-0.50524	1.20091	-0.79801	1.94732	-0.80642	3.34982	2.13263	-1.64968	3.10628	0.58236	5.58133	21.06977	1.02030	-0.72686	0.78940	0.70670	1.37932	-2.04377	1.95842	-0.97649	0.31017	0.57790	0.55382	0.59692	0.51917	0.88289	1.38972	1.03283	0.64140	0.53486	-0.85353	-0.39012	-0.64911	-1.43073	-2.65416	4.81897	-1.01172	-0.38566	1.55655
AT4G25700	-0.62414	1.58676	-0.76344	-0.79649	-1.45123	-10.53427	0.39707	0.36849	0.49380	4.20616	-2.15702	17.35695	-10.29254	5.11178	1.44099	2.29924	7.28977	6.82761	-7.79929	-2.44800	-1.07239	-2.40942	-0.42897	1.96383	-2.08748	7.40971	3.51063	4.19856	-0.27559	-2.52320	-11.45205	-2.94008	72.54423	13.39214	8.16478	-5.79628	-3.12715	4.64606	9.93068	12.25506	4.88221	-4.38590	-3.21830	3.19410	-2.70987	-2.72547	5.07622	-18.80549	-2.15095	28.67757	-1.96712	-5.81999	-1.79615	0.56255	0.42208	4.10173	-1.11054	58.57025	0.53617	5.63259	-0.19337	1.34730	11.38207	-4.55544	2.06767	-6.25760	0.60785	0.73378	-1.67010
AT4G25970	1.68891	-9.25795	-6.11994	-11.61274	-10.29840	99.19666	-1.06542	-1.23323	-0.88839	4.04754	-2.85593	0.00000	-1.63416	6.54330	-20.07201	-259.28640	-63.54556	12.13039	3.62745	74.06846	13.42524	11.81058	-1.14222	-4.88119	-14.17096	-14.02277	-6.94546	-66.72307	-1.20542	5.78940	2.28742	-15.62043	3.96966	13.12418	1.40116	4.23383	3.20218	1.86475	2.57372	2.59472	-3.63024	3.34702	-4.52505	2.29437	2.87293	1.59848	-19.36427	-9.42789	-2.87104	2.73186	-1.82915	3.90129	-1.20320	0.85492	1.01586	-2.14524	7.77409	2.80990	1.73622	3.71429	-6.34433	-1.19800	-3.48565	-1.71975	-22.90534	-3.21429	3.19181	-3.46907	3.59201
254052_at	1.16463	-12.22384	209.90788	-5.25400	-9.10760	1.53137	-21.12403	-2.77339	-4.61954	6.36200	3.41650	61.65794	2.00658	-1.35328	16.40204	-3.11705	10.32732	8.14416	-59.80803	3.03018	35.61278	10.61321	-57.87710	-2.91192	-4.46247	-1.66398	-1.36555	-1.40587	-9.71277	11.92868	-1.94422	-3.37204	27.37785	-3.83422	134.64354	4.64406	-62.52124	10.87601	4.05449	1.29113	-9.69056	1.03942	1.85585	0.00000	-0.82309	5.27555	1.17883	1.95892	1.10548	-0.60045	-1.35193	10.21578	7.22116	-29.20066	-4.28253	10.93984	-88.29880	5.65825	-2.63756	-3.04976	49.81127	-6.67542	-3.33085	3.78651	-10.98685	-1.84747	-2.85522	-1.24565	3.66139
AT4G25420	-0.55230	-0.57378	0.44096	-1.03543	-2.53099	-1.91222	-0.33927	0.44837	1.75740	7.81204	9.29016	1.83572	2.82423	-0.48610	-4.00255	-1.02592	-8.86369	-1.65909	-10.28271	-0.82451	-0.33195	-0.69776	-0.23255	-9.05600	-0.73508	-1.68755	-6.96423	-1.72066	-0.20454	-9.63059	0.96800	0.32220	2.82776	21.27774	0.45727	1.86870	1.45686	0.30804	-7.48781	-1.78792	-0.97032	5.78437	2.23644	-0.68334	-1.45958	-0.79146	-6.25503	-23.13206	1.34121	-10.91340	1.38008	-0.91294	-3.02894	0.45355	0.41539	-1.54298	-0.53117	-0.42014	0.50205	0.45687	-0.58158	0.59538	-1.24195	5.96958	-0.96505	-2.06004	-0.53348	-3.28025	-0.44102
AT4G25000	0.44244	0.72193	-17.51894	-2.40942	3.03813	3.92960	0.38808	0.32812	0.32365	3.03954	0.80645	1.03167	1.26056	0.64406	2.60987	-4.30861	-1.31438	-0.87056	-17.52704	-2.40290	147.57076	2.16401	-0.43742	-2.40149	-1.84353	-1.23233	-2.30969	-8.03792	-0.46281	-1.77974	2.04985	-5.27766	-7.19755	2.90448	2.33185	-1.18025	-7.71395	1.85228	8.86777	2.15996	2.21138	0.42296	6.73892	1.10087	-0.67427	1.73267	1.13055	0.77465	6.73892	1.60904	-0.72050	2.66305	10.04665	0.73429	0.83296	141.74832	0.57953	0.82542	0.64845	0.57572	-3.45415	-1.55359	36.38913	-0.57865	-10.20981	-2.30969	0.19708	0.18885	-9.93359
AT4G25080	-0.72626	-2.43271	1.97368	5.47150	15.95701	-2.92446	1.17986	0.56759	0.64853	-6.10197	-4.96559	2.70227	-2.84127	-1.17774	-2.40565	-1.64369	11.24089	3.54148	9.48854	-2.84645	-1.94088	-2.67171	0.96523	-4.95351	-2.24607	-3.17962	-14.57704	-4.94947	2.06810	-1.62597	-2.50414	-3.24254	-2.86287	-1.28745	4.03310	-1.49026	-1.24646	-1.29595	2.33858	6.86932	2.29557	-1.58557	-1.69265	43.35886	-8.03777	29.61963	14.05670	-1.65114	-1.07057	-2.31528	-1.92614	-1.96812	-2.44486	0.54297	0.59135	-3.50561	1.21266	0.79725	0.60101	0.69661	4.63011	-7.26041	-0.77065	-0.99876	6.54181	-4.40270	1.98158	7.11246	-1.47453
254134_at	2.05016	-9.17785	1.13974	1.27139	-3.18231	-181.95091	0.45337	0.42783	0.42948	-2.05602	-1.01784	-4.11514	-1.94033	12.65062	2.27222	0.84086	-1.43721	-1.49613	-0.82045	4.67556	2.29289	6.00837	2.32431	8.71226	1.22262	-5.52318	8.77618	17.34237	2.17199	1.11385	1.01196	0.87972	0.85976	0.62968	0.92977	1.35113	0.79003	0.81888	-3.28095	-0.97522	-1.36278	-0.84192	-0.81876	-1.24792	-2.75690	-1.62857	-0.90108	-4.65750	-0.93451	-3.57244	1.26676	1.05542	1.16264	0.27216	0.32308	10.47409	1.12184	0.93931	0.25017	0.25777	-3.60906	0.34481	-7.25493	2.38676	-101.93075	2.49166	-0.78147	-1.29660	29.95935
AT4G24620	-1.07232	-6.50119	3.83002	2.25809	-64.16021	-8.46626	2.52915	6.34528	9.47704	-1.83709	-1.13396	-7.00150	-0.79533	-1.17968	-3.20175	-9.08843	-5.16981	-62.95198	-2.18032	-5.83590	-9.17797	-6.37819	-7.77154	22.54673	-5.18206	-55.44217	8.14018	6.91416	1.45821	4.44156	10.18038	4.64874	1.69778	1.93111	2.69500	2.96365	2.56320	1.97533	-6.13854	-0.70230	-1.97411	-1.60099	-0.89699	-2.46502	-3.86333	-2.05434	-0.72171	-4.61147	-0.85220	-6.20368	1.21808	1.38359	1.57099	1.25829	0.95506	-7.35280	1.41876	1.39032	0.91222	1.05079	12.06951	0.75712	-3.35073	36.73571	658.14319	9.71426	-1.11267	-1.05576	31.48558
254191_at	8.42057	-211.06313	1.72887	2.55154	3.35198	-2.55377	-1.81172	0.86067	2.79208	-1.96755	-1.80867	-7.69368	11.98528	8.10136	91.91088	2.69163	8.05713	-10.19263	-5.25577	-3.10117	-2.92367	-4.29733	25.64488	9.97867	10.37213	-8.74962	-3.87968	20.00223	16.35359	1.63082	6.57881	3.18844	1.20873	4.89976	3.07380	1.96660	3.07036	5.00945	-4.21871	4.28983	6.08904	2.34950	2.18062	1.60225	-3.84972	4.10976	-10.81930	2.03841	3.91762	-5.33744	2.75578	2.68642	2.56490	0.77863	1.02529	1.28384	0.53171	0.62437	-3.09380	-1.80050	250.22597	2.37863	-14.31174	4.95795	-4.39237	-4.83722	-1.44028	-1.51183	-6.56797
AT4G22930	-9.43426	2.07574	2.02326	1.65209	-19.13647	2.20461	1.12383	2.34165	5.39913	-1.65122	6.50765	21.00985	3.31866	-3.73227	-2.27428	5.49731	-7.49550	-1.99892	-2.54957	-6.38727	6.95059	10.98050	1.47014	-5.77184	13.21811	-3.67283	-7.33003	-11.23697	2.48755	1.49685	3.99333	0.86618	1.90155	4.12761	3.18279	1.65331	4.54455	1.12686	-1.71827	18.51786	-1.58484	10.86127	-1.51983	-1.74063	-1.11332	7.47681	-1.03795	2.08249	-2.12077	5.46145	-301.17232	1.49837	3.00070	0.27382	0.27392	-1.63814	0.38666	0.36642	0.26757	0.26482	4.00548	7.05647	-1.54615	4.46440	2.20268	4.91320	-1.65734	-502.87820	9.55547
AT4G23100	25.46213	7.30741	16.80729	3.18204	-22.73508	-4.32426	1.09756	1.80815	2.38157	9.10597	-7.90937	-12.24811	-3.52678	-1.47638	-3.35118	-5.42683	-24.71383	-4.27996	-5.06987	-20.77817	5.50484	10.12538	-1.86940	5.26768	-7.67084	2.69880	3.53652	32.35797	-1.99254	-32.99090	-20.20848	-2.81491	4.06121	8.40990	1.79852	4.16578	8.67898	-3.14578	6.51714	-11.37905	1.31003	9.39049	2.05659	3.81296	-2.44467	6.07340	22.36183	-1.02783	-1.09926	-4.09961	1.67198	1.36373	0.96801	0.67497	0.75219	-4.13301	0.59394	0.65164	1.25117	0.85247	4.40047	0.67271	1.02851	-1.75899	-564.74159	9.50424	0.56983	0.74886	4.89226
AT4G22330	8.98071	-5.76077	-2.21726	-2.24104	0.33293	-4.61676	-2.85675	-2.58197	-1.13755	3.32127	-1.19655	-0.59419	-1.15775	-21.06977	-2.58542	-3.95571	2.25035	6.56365	4.22377	16.14345	-4.16302	5.31318	1.59148	-29.99303	13.18009	33.72042	30.68621	42.06442	3.28212	-2.19003	-12.73344	-44.51455	2.40615	1.22114	1.42477	1.19811	1.11525	1.23618	29.72494	-1.14699	1.59270	-0.86141	-1.13227	-11.44249	-4.07388	-6.67296	-4.41991	-0.64095	-0.71156	-1.60145	3.90319	5.95793	1.30359	-0.83231	-0.70116	-5.41421	-2.56415	-2.86690	-0.87394	-0.98919	10.84712	-14.57326	4.45743	-1.65710	1.50610	2.18412	1.04771	2.23637	-6.16650
254447_at	-8.58474	3.69145	1.37098	1.60157	0.34314	-1.15020	-1.66217	-1.20264	-1.48048	0.77459	-3.41324	0.60379	1.17326	1.45066	1.26212	1.81539	-0.47271	3.10628	1.43633	1.46976	-2.27643	11.29475	1.65060	1.53186	-3.18405	1.29667	1.77970	2.38141	-0.67687	-0.86796	-0.91901	-0.57148	-0.74477	-0.85814	-0.43139	-0.68063	-0.78844	-0.36994	-1.23032	1.20639	-1.22426	0.52833	0.89856	1.41589	-4.06907	1.84744	2.22163	1.64667	2.40500	-11.10182	-1.04473	-2.47327	-1.29126	0.41935	1.00000	0.77549	-2.75809	0.70670	2.40942	0.77549	1.38434	-1.31893	0.51012	4.49656	-1.06164	-1.77412	1.01597	0.57952	10.41812
254468_at	9.96960	-5.02332	-2.36929	-3.89154	1.23861	-2.39560	1.63697	1.17460	1.50936	3.18659	1.05382	2.05191	1.13323	-3.87901	-1.55810	-2.13458	-2.11976	-0.24353	-1.05805	-9.83862	-1.32879	5.59919	0.69563	-5.68138	12.91639	-1.80741	-2.84950	-2.48403	0.80656	2.16473	4.82822	1.14404	1.37378	1.18493	0.94687	1.89258	1.57467	0.81074	-0.63093	-0.66412	-0.63287	11.10061	-0.72415	-1.29231	-0.39944	-0.82390	-1.29061	6.74400	-1.00000	-2.19087	-3.82886	1.09147	1.14587	-0.50572	-0.45646	0.43584	0.43692	0.43327	-0.40093	-0.33637	15.87685	-21.90162	7.53613	-1.21199	5.31485	1.08460	1.24335	0.63295	-62.38260
254490_at	0.75133	2.64193	0.82888	2.03862	-0.55205	-1.23392	7.22116	20.49540	5.31162	6.89416	2.66196	3.29693	1.59671	0.29704	0.38086	0.70928	-1.56592	2.23188	3.04575	2.89930	-111.94291	-1.30902	0.43488	-4.22549	-1.44963	-4.22549	-2.48343	-4.11615	0.59564	0.64971	-1.11054	-0.53415	0.49312	0.79174	2.03897	0.40660	0.71124	3.80178	2.99139	2.60126	0.99831	-10.38399	10.97118	2.13750	5.50521	-3.17859	3.90227	-1.00252	-6.02374	-1.84186	1.86330	2.04024	-7.43683	0.83493	-2.48099	5.41591	-0.52752	-0.66025	1.12059	0.85184	-1.98546	-1.81616	-1.99829	35.39015	-7.27254	-15.67990	-0.45218	-0.36190	1.39074
254497_at	-0.95122	13.05120	2.69065	-0.52068	2.65768	4.12252	48.69277	0.83953	0.82317	1.89145	0.33439	4.01330	0.38313	23.84258	5.93452	10.55917	4.98263	1.37824	-4.55287	10.29430	6.62837	-6.63218	-8.52101	-2.75175	-0.84733	-1.13343	-1.40853	-5.98775	9.58436	-2.13726	-1.12164	1.72708	-7.05910	-2.74647	1.35692	-1.74811	-10.00813	1.39776	6.34754	0.51864	0.78672	0.81402	-1.88242	3.13866	-1.31939	0.48570	0.73516	-1.68485	-1.29210	24.46646	-3.33823	0.37916	1.34679	0.93731	0.74162	-2.73585	-1.75435	-1.40747	0.59095	0.61847	4.60340	7.82745	-1.07682	0.53117	9.06426	14.36076	105.01142	-1.08362	-2.32931
254510_at	-1.94336	-8.65972	1.03092	0.69301	1.17925	-1.88496	-0.50000	5.19089	-3.45415	-2.17660	-1.47477	-1.53356	-1.84990	0.68275	-1.35692	0.76316	-5.19089	1.35692	-1.99005	1.70951	2.40942	-0.78118	0.83847	1.28600	-4.49656	-4.49656	-0.81807	10.04665	-0.38184	0.33850	0.00000	-1.08987	-3.80178	-1.94336	2.68840	-2.40942	-1.94336	-0.91957	-1.70951	0.95181	-0.86805	-0.78553	0.66556	2.20989	-0.88847	3.57005	-1.00000	-1.05142	0.59240	-1.82652	3.66276	2.75809	-13.51341	-1.07991	-1.26824	2.40942	1.08460	0.00000	-1.82652	-1.50838	4.77433	0.87383	-1.70951	1.39624	4.84377	-0.43803	2.58382	-0.51496	-1.20471
254512_at	0.63700	1.09914	1.92348	2.13384	0.25723	23.91190	3.73227	3.10628	0.39960	-2.20308	1.49438	-1.54252	2.01805	2.37769	2.47588	0.49455	-2.06640	-0.28133	0.48914	-3.69646	-0.41935	4.03344	-0.50000	9.88349	3.13028	-3.91152	4.49656	-3.59832	-0.40788	2.35125	-0.32489	0.43994	-0.48976	-1.60401	0.33674	0.60055	-0.95099	0.27253	-0.77797	1.13805	0.63873	0.49494	0.43338	-0.39685	-0.46085	0.54341	-2.78976	0.76854	0.37031	1.47477	3.86222	2.71937	0.50930	-0.65213	0.74762	1.46741	0.75949	0.70023	0.89810	0.56640	7.24620	-1.03705	-0.68446	0.63565	-0.62370	-0.28498	-1.65744	-0.33766	3.00684
AT4G19710	-0.96790	-2.58027	2.45215	1.73480	28.91275	-21.17987	1.37802	1.48012	1.25968	-2.32249	-1.76448	-11.13148	-4.56621	-1.29468	-3.96217	-2.77653	-41.02073	-14.54801	-1.68012	6.40767	3.08453	9.74038	-1.46411	64.32877	2.05641	-5.08200	64.32877	-10.04665	-10.12515	5.47579	-6.95332	11.04017	2.73860	3.18068	10.88281	43.36410	-2.57576	-7.70120	37.68505	170.58329	-6.30806	-1.03744	-3.23468	3.02303	-13.96405	-65.12856	-1.94073	-2.55462	-1.16762	2.74150	2.37944	5.14775	-58.17416	0.49731	0.44373	-2.12242	-1.73633	-2.11991	0.35827	0.36211	-3.00824	0.82009	-1.37793	5.59321	3.33597	-2.26395	1.40676	1.75270	-2.17911
AT4G19170	-1.05117	-6.14632	-1.99005	-2.40942	-0.75196	-1.18360	-0.58976	-1.70951	-0.89648	-9.54233	-1.37762	0.89515	-1.25438	2.31433	5.82128	25.24052	-2.90773	-1.28295	2.07681	-2.43576	-0.91314	-3.29796	-0.24919	-1.00745	-0.77925	-0.92260	-2.15423	-1.37396	-0.19791	-0.54874	-0.85743	-1.92121	-3.23055	-1.08077	1.37957	-0.79550	-0.96782	-1.62492	1.18382	13.51341	-0.65774	2.77642	-23.08007	0.33731	0.33092	2.87683	-22.35221	-1.22225	-2.98694	0.53962	2.21543	-1.07008	-0.27291	-0.30487	-1.19114	2.21429	0.72888	0.60583	-0.48946	-0.48946	-0.91133	3.29606	-0.39039	-1.50586	-0.69087	-2.52571	-3.97553	-0.75647	-2.56079
254600_at	-2.08523	10.52109	1.24215	1.96824	-3.57005	7.48931	-5.86454	13.51341	-6.27272	4.43770	-2.81110	-16.93023	-1.15483	1.26310	-7.55957	3.70978	3.18458	14.29336	2.72168	3.25795	-6.21149	1.75341	1.39996	-3.36320	5.48626	-4.68464	-23.84258	4.00185	3.69558	3.81541	-7.38815	-2.47417	10.78084	-0.78797	4.63762	-2.49946	-1.28092	-1.23029	1.36849	-2.67694	-0.80732	2.85030	5.65362	89.99316	7.33286	-2.67694	-0.97471	-8.20892	-2.00114	-4.53444	11.06363	9.21451	-2.63001	0.45960	0.42863	3.02894	-2.58668	17.47492	0.48343	0.47444	79.59590	1.00000	6.40536	1.07257	-5.99598	-0.72542	9.67954	-2.64193	3.57005
AT4G18770	0.94248	-4.81221	2.45850	4.49270	0.65158	-0.89293	-1.20210	2.46310	1.34549	-7.79277	2.92956	1.35550	1.64610	11.88411	-1.10663	-0.71907	0.88438	1.68724	5.05205	2.15496	-2.42448	-1.55389	-4.02394	-4.86070	-5.05908	-2.15056	-2.71547	-2.41395	0.80788	1.10473	1.00798	3.12850	0.75074	3.39806	4.64456	0.67465	0.91592	1.39916	6.09209	-1.79390	-1.73260	0.88095	1.29592	1.88869	-1.33645	-0.89118	-1.47671	1.66848	2.17897	-2.53028	-6.40841	-2.14182	-3.50211	-0.42508	-2.22117	38.53794	-0.34043	-3.60714	-0.47597	-0.29828	-4.58585	-2.58966	-2.16251	1.84307	-5.79820	-0.42172	-3.74386	-0.39960	1.12925
AT4G18010	16.30886	2.05611	1.34323	6.37255	1.26267	1.80067	-6.23190	-1.08516	-16.97975	7.96617	-1.19945	-19.88598	-1.06335	0.95686	1.85341	3.96111	-1.64035	-0.86921	-2.69860	-21.95834	5.16004	-1.35447	-1.43096	1.14605	-14.03665	0.95969	1.32504	1.31692	-0.59946	-1.62722	-1.24636	-2.18047	-0.97727	-0.46628	-1.78344	-0.40689	-0.65536	-0.54659	5.07256	-3.75329	-26.83321	2.41479	8.21991	0.30336	9.20566	21.13910	-4.22876	-1.59228	-1.07811	0.31546	-1.61239	-7.68242	-0.26464	-2.25425	-0.91957	-3.93674	8.19736	-3.57005	-1.43855	-1.30628	-6.33290	4.36773	0.89218	-1.10369	7.22299	1.12420	-0.54539	6.34754	21.94784
AT4G13700	-3.74618	-0.83584	3.55846	0.63093	0.71175	-0.59290	-0.92152	-0.74367	-0.64358	0.59973	0.47402	0.39802	0.58607	1.48169	0.76531	0.48933	2.31634	0.82488	-2.99026	0.96790	1.74464	-1.63920	0.55822	-1.56067	-2.28080	-3.23055	-0.63890	-1.48784	1.93107	-0.77193	0.29170	1.46572	-1.70951	0.65477	0.42343	0.62057	1.63138	1.67756	-0.47630	0.28380	0.28614	0.26962	-0.95799	-0.40533	-1.51754	0.56415	0.28426	0.53933	-0.89532	-0.74342	-0.45322	0.26325	0.21367	1.15831	0.86390	0.81807	2.87093	-0.94645	1.39719	0.84067	-2.11001	-3.45415	-3.16196	0.41800	-3.87980	5.49791	-0.47919	-0.53137	2.32216
254737_at	-1.91913	-2.60046	3.66276	-2.79680	-2.06560	11.91877	-3.94078	0.00000	0.73391	4.45509	-1.32772	2.14589	-1.54780	-2.28098	-1.68705	-2.75327	-2.80313	-4.54216	-2.49330	2.77441	1.92070	4.04012	-0.85882	-1.43204	-2.33297	-2.38889	-1.70951	-1.44999	1.45796	-1.90089	-0.70350	68.27441	0.75647	-0.53440	8.17957	0.65636	-0.60833	-1.15107	-29.11081	2.59263	13.57944	16.36806	6.97093	4.76111	1.96282	1.73160	-92.30367	-1.98160	-3.76421	-3.99725	1.60248	2.24231	278.29845	1.16396	-1.37774	-3.45415	0.48226	-1.37774	-1.03430	-1.37774	-0.89497	-0.55755	-1.58127	3.45415	26.68467	-2.87420	13.51341	0.58268	-1.59772
AT4G13890	3.31789	-5.76711	-32.24083	40.30172	1.26943	-1.12766	0.70746	1.03620	0.87664	2.71976	-46.45962	3.29515	2.32842	-2.16875	-0.78727	-4.36905	-2.20715	-2.39449	-0.98431	-150.01989	8.52762	-21.21514	2.57071	-1.85144	16.22841	-1.32385	-2.39992	-1.66769	2.70360	0.79006	1.04854	0.88918	-0.96309	-1.71599	-1.96339	-4.15771	-1.77615	-2.13785	-1.67465	-0.74350	-1.07897	-1.39722	-1.55420	-0.99053	-2.00645	-0.86724	-0.84679	-1.10829	-2.45425	-1.08987	1.25218	4.06196	0.97151	0.97315	1.39191	1.01691	0.63564	0.79473	2.74823	44.57094	2.28021	-2.53378	-3.18400	2.37011	-3.40199	1.38012	-0.49173	-0.62811	59.89355
254798_at	-2.24212	-4.57497	-35.79498	-2.82479	-10.20074	1.21776	0.48263	0.92788	0.72057	-1.79916	-3.17984	-1.26537	-7.28471	-0.25892	-1.16673	-1.52408	2.81985	-2.38009	5.70742	2.91175	3.92398	1.75750	-1.32779	-4.04502	-19.96597	-6.59707	-26.06080	-9.25234	-1.18548	-1.42316	-1.82058	-1.87465	-1.32777	-2.84158	-1.84177	-0.75574	-1.71329	-1.04501	2.40942	-1.14448	-0.94957	-1.44296	-3.25072	-0.77413	2.10640	-0.74680	-42.80090	2.32648	96.00047	-1.04605	2.22140	-3.37135	1.95437	0.46085	0.39825	-1.16680	0.90552	-6.57881	0.33850	0.39431	1.89643	1.28001	-41.01023	-0.65002	-1.43989	-1.12468	-0.62553	-1.01395	-4.95948
AT4G11820	-4.01147	4.66677	1.51904	2.12821	21.91684	-1.17167	-6.97241	-19.60536	-9.88511	7.73157	-1.87711	3.23903	-14.29259	-2.23267	-2.57646	-1.85939	4.17617	1.22348	7.08290	-3.10385	-6.27045	-3.39016	4.15154	-3.20952	10.09999	-2.39975	-3.36234	-6.01803	1.27147	1.65117	6.73389	4.06507	-5.98801	2.00912	-1.28851	3.19328	2.23545	-4.68257	-1.60496	-0.76439	-1.73070	2.75361	-138.71579	-2.35137	-2.57604	-3.07704	-1.41088	1.95020	-3.61558	-0.94594	-2.07170	-1.79787	60.49218	3.34118	2.89258	28.27751	-1.11239	-0.99704	2.16626	1.92924	3.85506	-2.56323	-1.48246	-9.64667	-5.56108	-9.37054	1.46264	-9.05680	6.47810
254847_at	1.09428	1.32428	-1.49059	-1.34820	-14.55334	1.08987	-1.72781	-0.71660	-0.66202	32.69222	0.41822	2.09184	0.53348	-1.65372	-0.76097	-5.91908	2.86452	12.54277	-11.56343	1.56976	2.14878	1.76804	2.95370	-3.57005	-1.61203	-5.21018	-1.35081	-1.25018	0.51219	-2.06004	6.39516	16.20947	-43.32077	-1.19150	-35.34937	-1.02325	-1.09825	-5.13749	3.78300	-1.26016	-0.93973	-1.87036	1.43585	-1.89778	-12.40411	1.14027	-1.85168	-0.66316	-1.27040	1.64925	1.32879	1.10267	-1.09063	4.56167	2.93223	2.37268	-0.33087	-0.57982	1.57271	1.60904	18.62917	-0.77208	0.61984	7.84006	1.84078	0.68221	7.24685	0.84910	1.37068
